Static_Library_Name,Item_Category,Number_of_Issues,Number_of_Renewals,Total,Year
Portglenone Library,Adult Non-fiction,906,851,1757,2020
Portglenone Library,Adult Non-fiction Large Print,3,,3,2020
Portglenone Library,Adult Non-fiction Spoken Word,,1,1,2020
Portglenone Library,Curriculum Support Collection,6,6,12,2020
Portglenone Library,Junior Fiction,11807,3624,15431,2020
Portglenone Library,Junior Fiction Large Print,11,4,15,2020
Portglenone Library,Junior Fiction Spoken Word,24,7,31,2020
Portglenone Library,Junior Language Pack,4,4,8,2020
Portglenone Library,Junior Non-fiction,1269,493,1762,2020
Portglenone Library,Junior Non-fiction Spoken Word,1,,1,2020
Portglenone Library,Reading Development,3,5,8,2020
Portglenone Library,Reading Group,1,1,2,2020
Portglenone Library,Reference Non-borrowable,1,,1,2020
Portglenone Library,Teenage Fiction,67,38,105,2020
Portglenone Library,Teenage Non-fiction,19,15,34,2020
Portrush Library,Adult Fiction,5534,2336,7870,2020
Portrush Library,Adult Fiction Large Print,435,119,554,2020
Portrush Library,Adult Fiction Spoken Word,43,23,66,2020
Portrush Library,Adult Non-fiction,1317,1114,2431,2020
Portrush Library,Adult Non-fiction Large Print,16,1,17,2020
Portrush Library,Adult Non-fiction Spoken Word,4,14,18,2020
Portrush Library,Adult Reference,1,2,3,2020
Portrush Library,Chatterbooks,10,5,15,2020
Portrush Library,Curriculum Support Collection,2,4,6,2020
Portrush Library,Junior Fiction,8051,2893,10944,2020
Portrush Library,Junior Fiction Spoken Word,6,8,14,2020
Portrush Library,Junior Language Pack,10,51,61,2020
Portrush Library,Junior Non-fiction,1182,554,1736,2020
Portrush Library,Reading Development,9,19,28,2020
Portrush Library,Reading Group,80,45,125,2020
Portrush Library,Reference Non-borrowable,2,3,5,2020
Portrush Library,Teenage Fiction,139,35,174,2020
Portrush Library,Teenage Non-fiction,15,15,30,2020
Portstewart Library,Adult Fiction,8183,3957,12140,2020
Portstewart Library,Adult Fiction Large Print,496,144,640,2020
Portstewart Library,Adult Fiction Spoken Word,335,133,468,2020
Portstewart Library,Adult Non-fiction,2165,2200,4365,2020
Portstewart Library,Adult Non-fiction Large Print,14,4,18,2020
Portstewart Library,Adult Non-fiction Spoken Word,5,1,6,2020
Portstewart Library,Adult Reference,11,19,30,2020
Portstewart Library,Chatterbooks,15,4,19,2020
Portstewart Library,Curriculum Support Collection,29,38,67,2020
Portstewart Library,Junior Fiction,11098,3609,14707,2020
Portstewart Library,Junior Fiction Large Print,4,1,5,2020
Portstewart Library,Junior Fiction Spoken Word,14,2,16,2020
Portstewart Library,Junior Language Pack,19,24,43,2020
Portstewart Library,Junior Non-fiction,1418,719,2137,2020
Portstewart Library,Junior Non-fiction Spoken Word,3,2,5,2020
Portstewart Library,Music CD,3,32,35,2020
Portstewart Library,Reading Development,12,9,21,2020
Portstewart Library,Reading Group,111,67,178,2020
Portstewart Library,Reference Non-borrowable,1,,1,2020
Portstewart Library,Teenage Fiction,173,133,306,2020
Portstewart Library,Teenage Non-fiction,31,33,64,2020
Portstewart Library,Uncategorised,1,,1,2020
Randalstown Library,Adult Fiction,4215,2570,6785,2020
Randalstown Library,Adult Fiction Large Print,218,69,287,2020
Randalstown Library,Adult Fiction Spoken Word,34,58,92,2020
Randalstown Library,Adult Non-fiction,777,957,1734,2020
Randalstown Library,Adult Non-fiction Large Print,4,3,7,2020
Randalstown Library,Adult Non-fiction Spoken Word,2,4,6,2020
Randalstown Library,Adult Reference,,1,1,2020
Randalstown Library,Curriculum Support Collection,14,67,81,2020
Randalstown Library,Junior Fiction,8311,3021,11332,2020
Randalstown Library,Junior Fiction Large Print,3,7,10,2020
Randalstown Library,Junior Fiction Spoken Word,9,2,11,2020
Randalstown Library,Junior Language Pack,5,7,12,2020
Randalstown Library,Junior Non-fiction,677,320,997,2020
Randalstown Library,Junior Non-fiction Spoken Word,2,2,4,2020
Randalstown Library,Reading Development,61,31,92,2020
Randalstown Library,Reading Group,27,9,36,2020
Randalstown Library,Reference Non-borrowable,13,26,39,2020
Randalstown Library,Teenage Fiction,147,110,257,2020
Randalstown Library,Teenage Non-fiction,13,5,18,2020
Rathcoole Library,Adult Fiction,5491,2529,8020,2020
Rathcoole Library,Adult Fiction Large Print,1358,426,1784,2020
Rathcoole Library,Adult Fiction Spoken Word,254,37,291,2020
Rathcoole Library,Adult Non-fiction,1660,1212,2872,2020
Rathcoole Library,Adult Non-fiction Large Print,11,6,17,2020
Rathcoole Library,Adult Non-fiction Spoken Word,41,39,80,2020
Rathcoole Library,Chatterbooks,5,3,8,2020
Rathcoole Library,Curriculum Support Collection,16,27,43,2020
Rathcoole Library,DVD 12,2,,2,2020
Rathcoole Library,DVD 15,3,,3,2020
Rathcoole Library,DVD U,2,,2,2020
Rathcoole Library,Junior Fiction,6192,2123,8315,2020
Rathcoole Library,Junior Fiction Large Print,11,2,13,2020
Rathcoole Library,Junior Fiction Spoken Word,9,3,12,2020
Rathcoole Library,Junior Language Pack,12,15,27,2020
Rathcoole Library,Junior Non-fiction,729,277,1006,2020
Rathcoole Library,Music CD,,2,2,2020
Rathcoole Library,Reading Development,19,16,35,2020
Rathcoole Library,Reading Group,184,95,279,2020
Rathcoole Library,Reference Non-borrowable,,9,9,2020
Rathcoole Library,Teenage Fiction,36,56,92,2020
Rathcoole Library,Teenage Non-fiction,9,6,15,2020
Rathfriland Library,Adult Fiction,3660,1791,5451,2020
Rathfriland Library,Adult Fiction Large Print,301,72,373,2020
Rathfriland Library,Adult Fiction Spoken Word,69,64,133,2020
Rathfriland Library,Adult Non-fiction,849,1251,2100,2020
Rathfriland Library,Adult Non-fiction Large Print,3,,3,2020
Rathfriland Library,Adult Non-fiction Spoken Word,1,15,16,2020
Rathfriland Library,Adult Reference,2,,2,2020
Rathfriland Library,Chatterbooks,,1,1,2020
Rathfriland Library,Curriculum Support Collection,11,42,53,2020
Rathfriland Library,DVD U,,1,1,2020
Rathfriland Library,Junior Fiction,12689,4739,17428,2020
Rathfriland Library,Junior Fiction Large Print,8,7,15,2020
Rathfriland Library,Junior Fiction Spoken Word,11,20,31,2020
Rathfriland Library,Junior Language Pack,,19,19,2020
Rathfriland Library,Junior Non-fiction,1730,942,2672,2020
Rathfriland Library,Junior Non-fiction Spoken Word,3,2,5,2020
Rathfriland Library,Music CD,,5,5,2020
Rathfriland Library,Reading Development,14,12,26,2020
Rathfriland Library,Reading Group,139,56,195,2020
Rathfriland Library,Reference Non-borrowable,5,1,6,2020
Rathfriland Library,Teenage Fiction,148,99,247,2020
Rathfriland Library,Teenage Non-fiction,18,12,30,2020
Rathfriland Library,Uncategorised,2,1,3,2020
Richhill Library,Adult Fiction,2652,1747,4399,2020
Richhill Library,Adult Fiction Large Print,266,66,332,2020
Richhill Library,Adult Fiction Spoken Word,36,18,54,2020
Richhill Library,Adult Non-fiction,551,755,1306,2020
Richhill Library,Adult Non-fiction Large Print,1,,1,2020
Richhill Library,Adult Non-fiction Spoken Word,6,11,17,2020
Richhill Library,Adult Reference,1,,1,2020
Richhill Library,Curriculum Support Collection,15,38,53,2020
Richhill Library,Junior Fiction,8014,2559,10573,2020
Richhill Library,Junior Fiction Large Print,,2,2,2020
Richhill Library,Junior Fiction Spoken Word,10,15,25,2020
Richhill Library,Junior Language Pack,3,8,11,2020
Richhill Library,Junior Non-fiction,1027,459,1486,2020
Richhill Library,Junior Non-fiction Spoken Word,1,2,3,2020
Richhill Library,Reading Development,,1,1,2020
Richhill Library,Reading Group,78,31,109,2020
Richhill Library,Reference Non-borrowable,4,1,5,2020
Richhill Library,Teenage Fiction,60,37,97,2020
Richhill Library,Teenage Non-fiction,13,17,30,2020
Saintfield Library,Adult Fiction,4249,1983,6232,2020
Saintfield Library,Adult Fiction Large Print,89,53,142,2020
Saintfield Library,Adult Fiction Spoken Word,437,172,609,2020
Saintfield Library,Adult Non-fiction,901,849,1750,2020
Saintfield Library,Adult Non-fiction Large Print,3,10,13,2020
Saintfield Library,Adult Non-fiction Spoken Word,26,8,34,2020
Saintfield Library,Curriculum Support Collection,20,32,52,2020
Saintfield Library,Junior Fiction,11272,2889,14161,2020
Saintfield Library,Junior Fiction Large Print,4,1,5,2020
Saintfield Library,Junior Fiction Spoken Word,51,27,78,2020
Saintfield Library,Junior Language Pack,2,8,10,2020
Saintfield Library,Junior Non-fiction,1432,546,1978,2020
Saintfield Library,Junior Non-fiction Spoken Word,5,3,8,2020
Saintfield Library,Junior Reference,,1,1,2020
Saintfield Library,Reading Development,23,21,44,2020
Saintfield Library,Reading Group,128,17,145,2020
Saintfield Library,Reference Non-borrowable,1,,1,2020
Saintfield Library,Teenage Fiction,156,72,228,2020
Saintfield Library,Teenage Non-fiction,18,17,35,2020
Saintfield Library,Uncategorised,2,,2,2020
Shankill Road Library,Adult Fiction,5022,1655,6677,2020
Shankill Road Library,Adult Fiction Large Print,601,181,782,2020
Shankill Road Library,Adult Fiction Spoken Word,334,129,463,2020
Shankill Road Library,Adult Non-fiction,1164,1099,2263,2020
Shankill Road Library,Adult Non-fiction Large Print,4,1,5,2020
Shankill Road Library,Adult Non-fiction Spoken Word,2,2,4,2020
Shankill Road Library,Adult Reference,13,39,52,2020
Shankill Road Library,Curriculum Support Collection,43,122,165,2020
Shankill Road Library,DVD U,1,,1,2020
Shankill Road Library,Junior Fiction,6823,1708,8531,2020
Shankill Road Library,Junior Fiction Large Print,3,,3,2020
Shankill Road Library,Junior Fiction Spoken Word,7,,7,2020
Shankill Road Library,Junior Language Pack,9,22,31,2020
Shankill Road Library,Junior Non-fiction,731,217,948,2020
Shankill Road Library,Music CD,18,48,66,2020
Shankill Road Library,Reading Development,11,3,14,2020
Shankill Road Library,Reading Group,,19,19,2020
Shankill Road Library,Reference Non-borrowable,15,32,47,2020
Shankill Road Library,Teenage Fiction,75,33,108,2020
Shankill Road Library,Teenage Non-fiction,11,16,27,2020
Shankill Road Library,Uncategorised,1,2,3,2020
Shantallow Library,Adult Fiction,7819,3594,11413,2020
Shantallow Library,Adult Fiction Large Print,723,253,976,2020
Shantallow Library,Adult Fiction Spoken Word,350,73,423,2020
Shantallow Library,Adult Non-fiction,1492,1157,2649,2020
Shantallow Library,Adult Non-fiction Large Print,13,2,15,2020
Shantallow Library,Adult Non-fiction Spoken Word,8,5,13,2020
Shantallow Library,Adult Reference,2,3,5,2020
Shantallow Library,Curriculum Support Collection,33,48,81,2020
Shantallow Library,Junior Fiction,14455,3757,18212,2020
Shantallow Library,Junior Fiction Large Print,18,17,35,2020
Shantallow Library,Junior Fiction Spoken Word,57,32,89,2020
Shantallow Library,Junior Language Pack,12,35,47,2020
Shantallow Library,Junior Non-fiction,1299,537,1836,2020
Shantallow Library,Junior Non-fiction Spoken Word,10,,10,2020
Shantallow Library,Reading Development,34,30,64,2020
Shantallow Library,Reading Group,229,80,309,2020
Shantallow Library,Reference Non-borrowable,7,7,14,2020
Shantallow Library,Teenage Fiction,182,86,268,2020
Shantallow Library,Teenage Non-fiction,19,12,31,2020
Strabane Library,Adult Fiction,10485,4695,15180,2020
Strabane Library,Adult Fiction Large Print,1029,387,1416,2020
Strabane Library,Adult Fiction Spoken Word,367,144,511,2020
Strabane Library,Adult Non-fiction,2247,1962,4209,2020
Strabane Library,Adult Non-fiction Large Print,22,6,28,2020
Strabane Library,Adult Non-fiction Spoken Word,26,30,56,2020
Strabane Library,Adult Reference,4,3,7,2020
Strabane Library,Chatterbooks,10,,10,2020
Strabane Library,Curriculum Support Collection,110,78,188,2020
Strabane Library,Junior Fiction,17867,5104,22971,2020
Strabane Library,Junior Fiction Large Print,12,2,14,2020
Strabane Library,Junior Fiction Spoken Word,62,32,94,2020
Strabane Library,Junior Language Pack,34,38,72,2020
Strabane Library,Junior Non-fiction,2441,866,3307,2020
Strabane Library,Junior Non-fiction Spoken Word,6,5,11,2020
Strabane Library,Reading Development,45,28,73,2020
Strabane Library,Reading Group,62,14,76,2020
Strabane Library,Reference Non-borrowable,3,4,7,2020
Strabane Library,Teenage Fiction,269,151,420,2020
Strabane Library,Teenage Non-fiction,75,54,129,2020
Strabane Library,Uncategorised,8,1,9,2020
Strathfoyle Library,Adult Fiction,2151,830,2981,2020
Strathfoyle Library,Adult Fiction Large Print,79,40,119,2020
Strathfoyle Library,Adult Fiction Spoken Word,,1,1,2020
Strathfoyle Library,Adult Non-fiction,385,485,870,2020
Strathfoyle Library,Adult Non-fiction Large Print,3,,3,2020
Strathfoyle Library,Curriculum Support Collection,15,34,49,2020
Strathfoyle Library,Junior Fiction,10080,4455,14535,2020
Strathfoyle Library,Junior Fiction Large Print,5,4,9,2020
Strathfoyle Library,Junior Fiction Spoken Word,6,3,9,2020
Strathfoyle Library,Junior Language Pack,,14,14,2020
Strathfoyle Library,Junior Non-fiction,1103,709,1812,2020
Strathfoyle Library,Junior Non-fiction Spoken Word,2,8,10,2020
Strathfoyle Library,Junior Reference,,2,2,2020
Strathfoyle Library,Reading Development,1,3,4,2020
Strathfoyle Library,Reading Group,11,,11,2020
Strathfoyle Library,Reference Non-borrowable,4,1,5,2020
Strathfoyle Library,Teenage Fiction,98,59,157,2020
Strathfoyle Library,Teenage Non-fiction,22,28,50,2020
Strathfoyle Library,Uncategorised,1,1,2,2020
Suffolk Library,Adult Fiction,7558,3112,10670,2020
Suffolk Library,Adult Fiction Large Print,677,204,881,2020
Suffolk Library,Adult Fiction Spoken Word,343,192,535,2020
Suffolk Library,Adult Non-fiction,1840,1885,3725,2020
Suffolk Library,Adult Non-fiction Large Print,3,2,5,2020
Suffolk Library,Adult Non-fiction Spoken Word,28,5,33,2020
Suffolk Library,Adult Reference,5,10,15,2020
Suffolk Library,Chatterbooks,84,64,148,2020
Suffolk Library,Curriculum Support Collection,3,13,16,2020
Suffolk Library,Junior Fiction,14022,4476,18498,2020
Suffolk Library,Junior Fiction Large Print,5,13,18,2020
Suffolk Library,Junior Fiction Spoken Word,11,14,25,2020
Suffolk Library,Junior Language Pack,12,17,29,2020
Suffolk Library,Junior Non-fiction,1991,752,2743,2020
Suffolk Library,Junior Non-fiction Spoken Word,5,,5,2020
Suffolk Library,Music CD,,6,6,2020
Suffolk Library,Reading Development,44,37,81,2020
Suffolk Library,Reading Group,134,62,196,2020
Suffolk Library,Reference Non-borrowable,2,2,4,2020
Suffolk Library,Teenage Fiction,238,367,605,2020
Suffolk Library,Teenage Non-fiction,58,42,100,2020
Suffolk Library,Uncategorised,,18,18,2020
Tandragee Library,Adult Fiction,4507,1648,6155,2020
Tandragee Library,Adult Fiction Large Print,255,44,299,2020
Tandragee Library,Adult Fiction Spoken Word,120,43,163,2020
Tandragee Library,Adult Non-fiction,866,584,1450,2020
Tandragee Library,Adult Non-fiction Spoken Word,2,3,5,2020
Tandragee Library,Curriculum Support Collection,27,37,64,2020
Tandragee Library,Junior Fiction,12036,3353,15389,2020
Tandragee Library,Junior Fiction Large Print,1,,1,2020
Tandragee Library,Junior Fiction Spoken Word,10,10,20,2020
Tandragee Library,Junior Language Pack,,3,3,2020
Tandragee Library,Junior Non-fiction,1769,671,2440,2020
Tandragee Library,Junior Non-fiction Spoken Word,5,3,8,2020
Tandragee Library,Junior Reference,,2,2,2020
Tandragee Library,Reading Development,21,11,32,2020
Tandragee Library,Reading Group,77,42,119,2020
Tandragee Library,Reference Non-borrowable,1,,1,2020
Tandragee Library,Teenage Fiction,147,70,217,2020
Tandragee Library,Teenage Non-fiction,11,11,22,2020
Tullycarnet Library,Adult Fiction,4346,1926,6272,2020
Tullycarnet Library,Adult Fiction Large Print,397,208,605,2020
Tullycarnet Library,Adult Fiction Spoken Word,129,84,213,2020
Tullycarnet Library,Adult Non-fiction,822,695,1517,2020
Tullycarnet Library,Adult Non-fiction Large Print,4,1,5,2020
Tullycarnet Library,Adult Non-fiction Spoken Word,10,11,21,2020
Tullycarnet Library,Adult Reference,1,1,2,2020
Tullycarnet Library,Curriculum Support Collection,25,51,76,2020
Tullycarnet Library,DVD PG,1,,1,2020
Tullycarnet Library,DVD U,7,,7,2020
Tullycarnet Library,Junior Fiction,6265,1783,8048,2020
Tullycarnet Library,Junior Fiction Large Print,3,4,7,2020
Tullycarnet Library,Junior Fiction Spoken Word,4,10,14,2020
Tullycarnet Library,Junior Language Pack,5,34,39,2020
Tullycarnet Library,Junior Non-fiction,790,327,1117,2020
Tullycarnet Library,Junior Non-fiction Spoken Word,1,1,2,2020
Tullycarnet Library,Music CD,,4,4,2020
Tullycarnet Library,Reading Development,36,27,63,2020
Tullycarnet Library,Reading Group,154,37,191,2020
Tullycarnet Library,Teenage Fiction,34,39,73,2020
Tullycarnet Library,Teenage Non-fiction,13,7,20,2020
Tullycarnet Library,Uncategorised,1,,1,2020
Warrenpoint Library,Adult Fiction,9316,6312,15628,2020
Warrenpoint Library,Adult Fiction Large Print,539,205,744,2020
Warrenpoint Library,Adult Fiction Spoken Word,401,202,603,2020
Warrenpoint Library,Adult Non-fiction,1806,2496,4302,2020
Warrenpoint Library,Adult Non-fiction Large Print,6,15,21,2020
Warrenpoint Library,Adult Non-fiction Spoken Word,21,24,45,2020
Warrenpoint Library,Adult Reference,3,10,13,2020
Warrenpoint Library,Curriculum Support Collection,42,122,164,2020
Warrenpoint Library,Junior Fiction,18842,8702,27544,2020
Warrenpoint Library,Junior Fiction Large Print,24,33,57,2020
Warrenpoint Library,Junior Fiction Spoken Word,19,20,39,2020
Warrenpoint Library,Junior Language Pack,,6,6,2020
Warrenpoint Library,Junior Non-fiction,1906,1260,3166,2020
Warrenpoint Library,Junior Non-fiction Spoken Word,6,1,7,2020
Warrenpoint Library,Music CD,2,2,4,2020
Warrenpoint Library,Reading Development,23,30,53,2020
Warrenpoint Library,Reading Group,156,192,348,2020
Warrenpoint Library,Reference Non-borrowable,13,22,35,2020
Warrenpoint Library,Teenage Fiction,212,268,480,2020
Warrenpoint Library,Teenage Non-fiction,63,62,125,2020
Warrenpoint Library,Uncategorised,1,2,3,2020
Waterside Library,Adult Fiction,13613,6392,20005,2020
Waterside Library,Adult Fiction Large Print,1692,294,1986,2020
Waterside Library,Adult Fiction Spoken Word,1113,554,1667,2020
Waterside Library,Adult Non-fiction,3118,3365,6483,2020
Waterside Library,Adult Non-fiction Large Print,27,21,48,2020
Waterside Library,Adult Non-fiction Spoken Word,41,31,72,2020
Waterside Library,Adult Reference,4,6,10,2020
Waterside Library,Curriculum Support Collection,141,138,279,2020
Waterside Library,Junior Fiction,26667,7589,34256,2020
Waterside Library,Junior Fiction Large Print,21,17,38,2020
