BL record ID,Type of resource,Content type,Material type,BNB number,Archival Resource Key,ISBN,Name,Dates associated with name,Type of name,Role,All names,Title,Variant titles,Series title,Number within series,Country of publication,Place of publication,Publisher,Date of creation/publication,Edition,Physical description,Dewey classification,BL shelfmark,Topics,Genre,Languages,Notes,Provenance
8232286,Monograph,Language material ; Text,Volume,,,,,,,,"Quennell, Peter, 1905-1993, editor [person] ; Brontë, Charlotte, 1816-1855 [person] ; Brontë, Emily, 1818-1848 [person] ; Brontë, Anne, 1820-1849 [person]",Novels by the Brontë sisters,Agnes Grey ; Jane Eyre ; Wuthering Heights,Pilot omnibus,5 [Pilot omnibus],England,London,Pilot Press,1947,,"xvii, 703 pages, 22 cm",823.6,12275.aa.9 ; W63/1201,,,English,,
8232287,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Poems,,,,,,,,,30 pages,821.8,W5/4010,,,English,,
8232288,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Henderson, P. [person] ; Brontë, Emily, 1818-1848 [person]",Poems,,,,,,Lawson & Dunn,1947,,,,W7/5652,,,English,,
8232307,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Library of classics,,,,Collins,,,,823.8,823.8 *4332*,,,English,,
8232308,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering heights,,,,,,Nelson,,,,823.8,823.8 *4345*,,,English,,
8232309,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Charlotte, 1816-1855 [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering Heights : with a memoir of Emily and Anne Brontë,,The World's Classics,,,,Oxford University Press,1901,,,823.8,823.8 *4335*,,,English,,
8232310,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Everyman,,,,Dent,1907,,,823.8,823.8 *4337* ; W25/7867,,,English,,
8232311,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering heights,,,,,,J M Dent,1924,,,,W8/3247,,,English,,
8232312,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,The world's classics,,,,Oxford University Press,1942,,,,W80/3525,,,English,,
8232313,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Penguin Books,524 [Penguin Books],England,Harmondsworth ; Middlesex,Penguin,1946,,,,W26/0949,,,English,,
8232314,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Camden Classics,,,,Paul Elek,1947,,,,W9/8417,,,English,,
8232315,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person] ; Brontë, Anne, 1820-1849 [person]",Wuthering heights ; Agnes Grey,,,,,,Richard Edward,,,,,W34/8999,,,English,,
8310589,Monograph,Language material ; Text,Volume,GB5301878,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Reward series,,United Kingdom,,Bruce Publishing,1953,,"255 pages, illustrations, 19 cm",823.8,,,,English,,
8318762,Monograph,Language material ; Text,Volume,GB5311494,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Collins New classics series-no.433,,United Kingdom,,Collins,1952,,"350 pages, 19 cm",823.8,,,,English,,
8322092,Monograph,Language material ; Text,Volume,GB5315487,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,Regent classics series,,United Kingdom,,Thames,1953,,"279 pages, illustrations, 21 cm",823.8,,,,English,,
8357636,Monograph,Language material ; Text,Volume,GB7322638,,9780333150092,"Brontë, Emily",1818-1848,person,author,"Calvert, Mary, writer [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,Wuthering Heights. Abridgement,Macmillan's student series,,England,London,Macmillan,1973,,"4, 128 pages, 19 cm",428.64,,Readers--1950- ; English language--Reading books--For non-English speaking students,,English,,
8358570,Monograph,Language material ; Text,Volume,GB7307842,,9780335008131,"Holderness, Graham",,person,,"Holderness, Graham [person] ; Open University, Nineteenth-Century Novel and its Legacy Course Team [organisation]",A study guide to 'Wuthering Heights',,"A302 ; Arts, a third level course. the nineteenth-century novel and its legacy","4 [A302] ; unit 4 [Arts, a third level course. the nineteenth-century novel and its legacy]",England,Bletchley,Open University Press,1973,,"38 pages, illustrations, facsimiles, portraits, 30 cm",823.8,,"Fiction in English--Brontë, Emily--Wuthering Heights--Critical studies ; Brontë, Emily, 1818-1848",,English,,
8358571,Monograph,Language material ; Text,Volume,GB7401979,,9780335008148,"Holderness, Graham",,person,,"Holderness, Graham [person] ; Open University, Nineteenth-Century Novel and its Legacy Course Team [organisation]",'Wuthering Heights',,A302 ; Arts a third level course. the nineteenth-century novel and its legacy,5 [A302] ; unit 5 [Arts a third level course. the nineteenth-century novel and its legacy],England,Milton Keynes,Open University Press,1973,,"39 pages, illustrations, 30 cm",823.8,,"Fiction in English--Brontë, Emily--1818-1848--Wuthering Heights--Critical studies ; Brontë, Emily, 1818-1848",,English,,
8362600,Monograph,Language material ; Text,Volume,GB7501871,,9780356080246,"Brontë, Emily",1818-1848,person,author,"Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,Macdonald classics,,England,London,Macdonald,1975,,"xxii, 353 pages, illustrations, 21 cm",823.8,,Fiction in English ; Fiction in English--1837-1900--Texts,,English,,
8363017,Monograph,Language material ; Text,Volume,GB7119380,,9780370012568,"Brontë, Emily",1818-1848,person,author,"Lewis, Naomi, editor [person] ; Brontë, Emily, 1818-1848, author [person]",A peculiar music : poems for young readers,Poems. Selections,,,England,London,Bodley Head,1971,,"96 pages, 1 illustration, facsimiles, 23 cm",821.8,76/9119 ; X.989/11051,"Poetry in English, 1837-1900--Texts ; English poetry",,English,,
8390131,Monograph,Language material ; Text,Volume,GBA0W0740,,9780753162675 ; 9780753162682,"Peters, Maureen",1935-,person,,"Peters, Maureen, 1935- [person]",Child of Earth,,,,England,Oxford,ISIS,2000,Large print edition,"xv, 363 pages (large print), 25 cm",823.914,LT.2013.x.2321,"Brontë, Emily, 1818-1848--Fiction",Biographical fiction ; Large print,English,"Originally published: London: Robert Hale, 1999",
8592884,Monograph,Language material ; Text,Volume,,,9788173070464,"Celly, Ashok",,person,,"Celly, Ashok [person]","Emily Brontë, D.H. Lawrence and the black horse",,,,India,Delhi,Pragati,1997,,"114 pages, 23 cm",,YA.1997.a.13640,"Self in literature ; Lawrence, D. H. (David Herbert), 1885-1930--Criticism and interpretation ; Brontë, Emily, 1818-1848--Criticism and interpretation",,English,,
8716469,Monograph,Language material ; Text,Volume,GB8544725,,9780002181921,,,,,"Wilks, Brian, 1933-, editor [person] ; Brontë, Charlotte, 1816-1855 [person] ; Brontë, Emily, 1818-1848 [person] ; Brontë, Anne, 1820-1849 [person]",The illustrated Brontës of Haworth : scenes and characters from the lives and writings of the Brontë sisters,,Willow books,,England,London,Collins,1986,,"224 pages, illustrations (some colour), facsimiles, portraits (some colour), 1 map, 27 cm",820.8008,YC.1986.b.1583,English literature--1837-1900--Anthologies ; English literature--19th century,,English,Includes index,
8722178,Monograph,Language material ; Text,Volume,GB7905650,,9780003700862,"Brontë, Emily",1818-1848,person,author,"Lowe, Sally, editor [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,Wuthering Heights. Abridgement,A Collins graded reader ; Collins English library. Level 5,,England,London,Collins,1977,,"119 pages, illustrations, 19 cm",428.64,X.909/43271,Readers--1950- ; English language--Text-books for foreign speakers ; English language--For non-English speaking students--Texts,,English,,
8745746,Monograph,Language material ; Text,Volume,GB97X0171,,9780500260166,"Bentley, Phyllis Eleanor",1894-1977,person,,"Bentley, Phyllis Eleanor, 1894-1977 [person]",The Brontës,Brontës and their world,Thames and Hudson literary lives,,England,London,Thames & Hudson,1997,,"144 pages, illustrations, facsimiles, 1 map, portraits, 24 cm",823.809,YC.1998.b.4809,"Women novelists, English--19th century--Biography ; Brontë, Anne, 1820-1849 ; Brontë, Charlotte, 1816-1855 ; Brontë, Emily, 1818-1848",,English,"Originally published as: The Brontës and their world, 1969 ; bibliography: p134. _ Includes index",
8747918,Monograph,Language material ; Text,Volume,GB9519469,,9780517592670,,,,,"Gardiner, Juliet, 1943- [person] ; Brontë, Charlotte, 1816-1855 [person] ; Brontë, Emily, 1818-1848 [person] ; Brontë, Anne, 1820-1849 [person]",The Brontës at Haworth : the world within,,,,England ; United States of America,London ; New York,Clarkson Potter ; Random House,1992,,"160 pages, illustrations (some colour), 20 x 26 cm",823.809,LB.31.a.5800,"Authors, English--19th century--Biography ; English fiction ; Brontë, Anne, 1820-1849--Homes and haunts--England--Haworth ; Haworth (England)--Biography ; Literary landmarks--England--Haworth ; West Yorkshire (England) ; Brontë family ; Haworth (England) in literature ; Brontë, Charlotte, 1816-1855--Homes and haunts--England--Haworth ; Brontë, Emily, 1818-1848--Homes and haunts--England--Haworth",,English,,
8757179,Monograph,Language material ; Text,Volume,GB8914148,,9780521312448 ; 9780521328104,"Knoepflmacher, U. C.",,person,,"Knoepflmacher, U. C. [person]","Emily Brontë, Wuthering heights",,Landmarks of world literature,,England,Cambridge,Cambridge University Press,1989,,1 volume,823.8,YC.1989.a.8921,"Fiction in English--Brontë, Emily--1818-1848 ; Brontë, Emily, 1818-1848",,English,,
8769373,Monograph,Language material ; Text,Volume,GB9010282,,9780720607765,"Liddell, Robert",1908-1992,person,,"Liddell, Robert, 1908-1992 [person]",Twin spirits : the novels of Emily and Ann Brontë,,,,England,London,Owen,1990,,"119 pages, 23 cm",823.8,YC.1990.a.7552,"Fiction in English--Brontë, Emily--1818-1848 ; Brontë, Anne, 1820-1849 ; Fiction in English--Brontë, Anne--1820-1849 ; Brontë, Emily, 1818-1848",,English,,
8769582,Monograph,Language material ; Text,Volume,GB7635426,,9780720601947 ; 9780720629255,"Spark, Muriel",,person,,"Spark, Muriel [person] ; Stanford, Derek [person]",Emily Brontë : her life and work,,,,England,London,Owen,1975,,"271 pages, 4 pages of plates, illustrations, portraits, 22 cm",823.8,X.989/51057,"Fiction in English--Brontë, Emily--1818-1848--Biographies ; Brontë, Emily, 1818-1848",,English,Originally published: 1953,
8796142,Monograph,Language material ; Text,Volume,GBA235317,,9780852662397,"Grace-Jones, Diana",,person,,"Guild of Pastoral Psychology [organisation] ; Grace-Jones, Diana [person]",The necessity of Heathcliff : vengeance and betrayal in Emily Brontë's Wuthering heights,,The Guild of Pastoral Psychology : guild lecture,number 276 [The Guild of Pastoral Psychology : guild lecture],England,London,Guild of Pastoral Psychology,2002,,"32 pages, 19 cm",801.92,YC.2002.a.8209,"Psychology and literature ; Brontë, Emily, 1818-1848",,English,Based on a lecture given to the Guild of Pastorial Psychology on 4 January 2001 ; Cover title,
8801584,Monograph,Language material ; Text,Volume,GB9621511,,9780853436041,"Hiscott, Gillian",,person,author,"Hiscott, Gillian, author [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering heights,,,,England,Malvern,J. Garnet Miller,1995,,"47 pages, 1 plan, 21 cm",822.914,YK.1996.a.12201,English drama,,English,,
8814647,Monograph,Language material ; Text,Volume,GBA015102,,9780950582986,,,,,"Lemon, Charles, 1914- [person] ; Brontë Society [organisation]",Classics of Brontë scholarship : the best from one hundred years of the transactions of the Brontë Society,,Brontë Society occasional publications,number 2 [Brontë Society occasional publications],England,Keighley,Brontë Society,1999,,"164 pages, 1 portrait, 24 cm",823.809,YC.2000.a.2739,"Women novelists ; Brontë, Emily, 1818-1848--Criticism and interpretation ; Brontë family ; Brontë Society--Archives ; Brontë, Anne, 1820-1849--Criticism and interpretation ; Brontë, Charlotte, 1816-1855--Criticism and interpretation",,English,,
8836525,Monograph,Language material ; Text,Volume,GB9820324,,9781898283355,"Brontë, Emily",1818-1848,person,,"Chalk, Miriam [person] ; Brontë, Emily, 1818-1848 [person]",Poems,Poems. Selections,,,England,Kidderminster,Joe's,1996,,"59 pages, 21 cm",821.7,YC.1998.a.854,,,English,,
8844106,Monograph,Language material ; Text,Volume,,,9780820442259 ; 9783906762012,"Schönberger-Schleicher, Esther",1962-,person,,"Schönberger-Schleicher, Esther, 1962- [person]",Charlotte and Emily Brontë : a narrative analysis of Jane Eyre and Wuthering Heights,,"European university studies. Series XIV, Anglo-saxon language and literature Europäische Hochschulschriften. Reihe XIV, Angelsächsische Sprache und Literatur","volume 350 = Band 350 [European university studies. Series XIV, Anglo-saxon language and literature Europäische Hochschulschriften. Reihe XIV, Angelsächsische Sprache und Literatur]",Switzerland ; United States of America,Berne ; New York,Peter Lang,1999,,"267 pages, illustrations, 21 cm",823.8,YA.2000.a.39863,"Brontë, Emily, 1818-1848--Technique ; English fiction--Women authors--History and criticism ; English fiction--19th century--History and criticism ; Brontë, Charlotte, 1816-1855--Technique ; Narration (Rhetoric)",,English,,
8943014,Monograph,Language material ; Text,Volume,,,9784875716334,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",A concordance to Wuthering Heights,,,,Japan,Tokyo,Kaibunsha Publishing,1983,,,,85/04517,,,English,,
8943015,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Emily Bronte,,Augustan Books of Modern Poetry,,England,London,Ernest Benn,1930,,,,X17/1637,,,English,,
8943017,Monograph,Language material ; Text,Volume,,,9783458318415,"Brontë, Emily",1818-1848,person,,"Rambach, Grete [person] ; Brontë, Emily, 1818-1848 [person]",Die Sturmhohe : aus de Enlischen,,Insel-tb,141 [Insel-tb],Germany,Frankfurt am Main,Insel,1975,,,,X9/0760,,,German,,
8943018,Monograph,Language material ; Text,Volume,,,9780030095405,"Brontë, Emily",1818-1848,person,,"Schorer, Mark, 1908-1977 [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering Heights,,,,,,"Holt, Rinehart & Winston",1950,,,,75/15968,,,English,,
8943019,Monograph,Language material ; Text,Volume,,,9780393053234,"Brontë, Emily",1818-1848,person,,"Sale, William Merritt, 1899-1981 [person] ; Brontë, Emily, 1818-1848 [person]",Wuthering Heights : an authoritative text with essays in criticism,,A Norton critical edition,,United States of America,New York,Norton,1963,,,,L69/8850,,,English,,
8953107,Monograph,Language material ; Text,Volume,,,9780930466633,"Barclay, Janet M.",,person,,"Barclay, Janet M. [person]","Emily Brontë criticism, 1900-1982 : an annotated check list","Emily Brontë criticism, 1900-1968",,,United States of America,"Westport, Connecticut",Meckler Pub,1984,,"xiii, 162 pages, 26 cm",16.8238,85/02836,"Women and literature--England--Bibliography ; Brontë, Emily, 1818-1848--Bibliography",,English,Includes indexes,
8986505,Monograph,Notated music,Volume,,,,"Butterworth, Arthur",,person,,"Butterworth, Arthur [person] ; Brontë, Emily, 1818-1848 [person] ; Brontë, Anne, 1820-1849 [person]",Haworth Moor : for chorus and piano : op. 110,,,,England,Colne,Comus,2001,,"1 score (48 pages), 28 cm",782.542,F.1147.g. (1.),"Brontë, Emily, 1818-1848--Musical settings ; Choruses, Secular (Mixed voices, 4 parts) with piano ; Brontë, Anne, 1820-1849--Musical settings",,English,For mixed voices (SATB) and piano ; Words also provided for reference preceding score,
9042202,Monograph,Language material ; Text,Volume,GB7420982,,9780552683203,"Brontë, Emily",1818-1848,person,author,"Hochman, Baruch, 1930- [person] ; Brontë, Emily, 1818-1848, author [person]",Wuthering Heights,,,,England,London ; Toronto,Bantam,1974,,"5, 376 pages, 18 cm",823.8,H.74/725,Fiction in English ; Fiction in English--1837-1900--Texts,,English,,
9053064,Monograph,Language material ; Text,Volume,GB9573078,,9780140236460,"Milligan, Spike",1918-2002,person,,"Milligan, Spike, 1918-2002 [person]",Wuthering Heights according to Spike Milligan,,,,England,London,Penguin,1995,New edition,"5, 118 pages, illustrations, 18 cm",823.914,,"Brontë, Emily, 1818-1848",,English,1st edition: 1994,
9083165,Monograph,Language material ; Text,Volume,GB9564732,,9781853260018,"Brontë, Emily",1818-1848,person,,"Brontë, Emily, 1818-1848 [person]",Wuthering heights,,,,England,Ware,Wordsworth Classics,1995,,"246 pages, 20 cm",823.8,,English fiction,,English,,
9120173,Monograph,Language material ; Text,Volume,,,9780253301055 ; 9780710810243 ; 9780710811875,"Davies, Stevie",,person,,"Davies, Stevie [person]",Emily Brontë,,Key women writers,,England,Brighton,Harvester Wheatsheaf,1988,,,823.8,89/28810,"Brontë, Emily, 1818-1848--Criticism and interpretation ; Women and literature--England--History--19th century",,English,,
9334310,Monograph,Language material ; Text,Volume,,,,"Dumur, Guy",1921-1991,person,author,"Dumur, Guy, 1921-1991, author [person] ; Brontë, Emily, 1818-1848 [person]",Les Hauts de Hurlevent,Wuthering Heights,"Avant-scène, théâtre","number 675. (1 e octobre 1980) [Avant-scène, théâtre]",France,,,1980,,"3-27 pages, illustrations, portraits, 27 cm",,pp.4283.gi (3) [675],Drama in French--1945---Texts,,French,,
9347379,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Blondel, Jacques [person] ; Brontë, Emily, 1818-1848 [person]",Le midi de la nuit,Poems. Selections. French & English,,,France,Les Pavillons-sous-Bois,Éditions Ressouvenances,1987,,191 pages,,YA.1989.a.7408,Poetry in English--1800-1837--Texts,,English ; French,,
9347474,Monograph,Language material ; Text,Volume,,,,"Brontë, Emily",1818-1848,person,,"Wyzewa, T. de [person] ; Brontë, Emily, 1818-1848 [person]",Un amant,Wuthering Heights. French,,,France,Paris,Perrin,1892,,351 pages,,YA.1989.a.17636,Fiction in English--1800-1837--Translations,,French,,
9365817,Monograph,Language material ; Text,Volume,,,,"Akiho, Shinichi",,person,,"Fujita, Takashi [person] ; Akiho, Shinichi [person] ; Brontë, Emily, 1818-1848 [person]",A concordance to The Complete Poems of Emily Jane Brontë,Poems. Concordances,,,Japan,Tokyo,Shohakusha Publishing,1976,,"xi, 229 pages, 31 cm",,X.955/1071,"Poetry in English--Brontë, Emily--1818-1848--Indexes ; Brontë, Emily, 1818-1848",,English,"The references are to 'The Complete Poems of Emily Jane Brontë', edition C.W. Hatfield, 1967",
9370788,Monograph,Language material ; Text,Volume,GB9329137,,9780004701455,"Brontë, Charlotte",1816-1855,person,,"Brontë, Charlotte, 1816-1855 [person] ; Brontë, Emily, 1818-1848 [person]",Complete novels of Charlotte & Emily Brontë,,Collins classics,,Scotland,Glasgow,HarperCollins,1993,,"iv, 1435 pages, 21 cm",823.8,H.93/2782,English fiction,,English,,
